Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Net PnL %,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %
615,Exit short,2026-05-22 12:30,MS-X,4528.1,1,45115,-169,-0.37,213.5,0.47,-167.5,-0.37,9020,18.04
615,Entry short,2026-05-22 09:50,M-Short,4511.5,1,45115,-169,-0.37,213.5,0.47,-167.5,-0.37,9020,18.04
616,Exit short,2026-05-25 01:00,MS-X,4567.3,1,45590,-86,-0.19,17.5,0.04,-84.5,-0.19,8934,17.87
616,Entry short,2026-05-24 23:45,M-Short,4559,1,45590,-86,-0.19,17.5,0.04,-84.5,-0.19,8934,17.87
617,Exit short,2026-05-26 05:40,MS-X,4514.7,1,45508,358,0.79,359.5,0.79,-40.5,-0.09,9292,18.58
617,Entry short,2026-05-25 20:10,M-Short,4550.8,1,45508,358,0.79,359.5,0.79,-40.5,-0.09,9292,18.58
618,Exit short,2026-05-26 19:00,MS-X,4513.7,1,45020,-120,-0.27,217.5,0.48,-118.5,-0.26,9172,18.34
618,Entry short,2026-05-26 12:15,M-Short,4502,1,45020,-120,-0.27,217.5,0.48,-118.5,-0.26,9172,18.34
619,Exit short,2026-05-27 03:45,MS-X,4477.5,1,45110,332,0.74,333.5,0.74,-51.5,-0.11,9504,19.01
619,Entry short,2026-05-26 21:40,M-Short,4511,1,45110,332,0.74,333.5,0.74,-51.5,-0.11,9504,19.01
620,Exit short,2026-06-01 02:35,MS-X,4532.5,1,45649,321,0.70,322.5,0.71,-29.5,-0.06,9825,19.65
620,Entry short,2026-05-31 21:05,M-Short,4564.9,1,45649,321,0.70,322.5,0.71,-29.5,-0.06,9825,19.65
621,Exit short,2026-06-02 19:20,MS-X,4496,1,45374,411,0.91,412.5,0.91,-66.5,-0.15,10236,20.47
621,Entry short,2026-06-02 09:35,M-Short,4537.4,1,45374,411,0.91,412.5,0.91,-66.5,-0.15,10236,20.47
